Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (m²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
0.87;1.0826;9.3235;53.337;9.3636;53.566;0.080209;0.060442;0.10043;37;0.86492;4.9479;-23.364;-48;9.7864;20.655;0;0;0;9534.7;1278.3;6.1215;0.014963;NaN;1489.5;NaN;0.028768;1841164;603.91;0.26575;0.74618;0.9564;0.46806;0.15802;0.12011;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0012823;80.9;0.0051403;84.7;37;NaN;26.696;931.25;347.48;2e-3;0.16225
0.872;1.1014;9.4302;53.524;9.4707;53.754;0.081598;0.061489;0.10217;37;0.87482;4.9653;-23.364;-48;9.7864;20.427;0;0;0;9533.5;1277.1;6.1211;0.014963;NaN;1489.5;NaN;0.029054;1859479;605.64;0.27121;0.74532;0.95689;0.46719;0.15802;0.12011;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.001297;80.9;0.0051403;84.7;37;NaN;26.696;931.25;347.48;2e-3;0.16259
0.874;1.1204;9.5373;53.712;9.5782;53.943;0.083004;0.062548;0.10393;37;0.88475;4.9827;-23.364;-48;9.7864;20.203;0;0;0;9532.3;1275.9;6.1207;0.014962;NaN;1489.4;NaN;0.029342;1877889;607.37;0.27671;0.74446;0.95726;0.46633;0.15802;0.12011;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013117;80.9;0.0051403;84.7;37;NaN;26.696;931.25;347.48;2e-3;0.16292
0.876;1.1395;9.6447;53.9;9.6861;54.132;0.084425;0.063619;0.10571;37;0.89471;5.0002;-23.364;-48;9.7864;19.982;0;0;0;9531.1;1274.7;6.1202;0.014962;NaN;1489.3;NaN;0.029631;1896392;609.1;0.28227;0.74361;0.95753;0.46548;0.15802;0.12011;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013265;80.9;0.0051403;84.7;37;NaN;26.696;931.25;347.48;2e-3;0.16326
0.878;1.1589;9.7525;54.088;9.7944;54.321;0.085862;0.064702;0.10751;37;0.90472;5.0176;-23.364;-48;9.7864;19.765;0;0;0;9529.9;1273.5;6.1198;0.014962;NaN;1489.2;NaN;0.029922;1914988;610.82;0.28788;0.74277;0.9577;0.46463;0.15802;0.12012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013413;80.9;0.0051403;84.7;37;NaN;26.696;931.25;347.48;2e-3;0.16359
0.88;1.1785;9.8607;54.276;9.9031;54.509;0.087315;0.065797;0.10933;37;0.91475;5.0351;-23.364;-48;9.7864;19.552;0;0;0;9528.7;1272.2;6.1193;0.014961;NaN;1489.2;NaN;0.030214;1933676;612.55;0.29355;0.74193;0.95776;0.46379;0.15802;0.12012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013562;80.9;0.0051403;84.7;37;NaN;26.696;931.25;347.48;2e-3;0.16393
0.882;1.1984;9.9693;54.464;10.012;54.698;0.088784;0.066904;0.11117;37;0.92482;5.0525;-23.364;-48;9.7864;19.342;0;0;0;9527.5;1271;6.1189;0.014961;NaN;1489.1;NaN;0.030507;1952457;614.28;0.29927;0.7411;0.95773;0.46296;0.15802;0.12012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013712;80.9;0.0051403;84.7;37;NaN;26.695;931.25;347.48;2e-3;0.16426
0.884;1.2184;10.078;54.653;10.122;54.887;0.090269;0.068023;0.11303;37;0.93493;5.07;-23.364;-48;9.7864;19.135;0;0;0;9526.3;1269.8;6.1184;0.014961;NaN;1489;NaN;0.030802;1971329;616.01;0.30504;0.74027;0.95761;0.46213;0.15802;0.12012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0013861;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16459
0.886;1.2387;10.188;54.829;10.231;55.065;0.091771;0.069154;0.11491;37;0.94507;5.0864;-23.364;-48;9.7864;18.931;0;0;0;9525.1;1268.6;6.118;0.014961;NaN;1489;NaN;0.031098;1990292;617.63;0.31087;0.73946;0.9574;0.46131;0.15802;0.12013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014012;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16492
0.888;1.2592;10.297;54.995;10.341;55.231;0.093289;0.070298;0.11681;37;0.95525;5.1017;-23.364;-48;9.7864;18.731;0;0;0;9523.8;1267.4;6.1175;0.01496;NaN;1488.9;NaN;0.031396;2009341;619.14;0.31675;0.73864;0.9571;0.46049;0.15802;0.12013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014163;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16526
0.89;1.2799;10.407;55.161;10.452;55.398;0.094822;0.071454;0.11873;37;0.96545;5.1171;-23.364;-48;9.7864;18.534;0;0;0;9522.6;1266.1;6.1171;0.01496;NaN;1488.8;NaN;0.031695;2028473;620.65;0.32269;0.73784;0.95672;0.45968;0.15803;0.12013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014314;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16559
0.892;1.3008;10.518;55.327;10.563;55.564;0.096373;0.072622;0.12067;37;0.97569;5.1325;-23.364;-48;9.7864;18.34;0;0;0;9521.3;1264.9;6.1166;0.01496;NaN;1488.7;NaN;0.031995;2047686;622.16;0.32867;0.73704;0.95626;0.45888;0.15803;0.12013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014466;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16592
0.894;1.3219;10.628;55.492;10.674;55.731;0.097939;0.073803;0.12263;37;0.98595;5.1479;-23.364;-48;9.7864;18.149;0;0;0;9520.1;1263.6;6.1162;0.014959;NaN;1488.7;NaN;0.032297;2066981;623.67;0.33471;0.73624;0.95572;0.45808;0.15803;0.12014;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014618;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16626
0.896;1.3433;10.739;55.658;10.785;55.897;0.099522;0.074996;0.12462;37;0.99625;5.1633;-23.364;-48;9.7864;17.961;0;0;0;9518.8;1262.4;6.1157;0.014959;NaN;1488.6;NaN;0.0326;2086356;625.18;0.34079;0.73546;0.95512;0.45729;0.15803;0.12014;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.001477;80.9;0.0051403;84.7;37;NaN;26.695;931.24;347.48;2e-3;0.16659
0.898;1.3649;10.851;55.824;10.897;56.064;0.10112;0.076201;0.12662;37;1.0066;5.1787;-23.364;-48;9.7864;17.776;0;0;0;9517.6;1261.1;6.1153;0.014959;NaN;1488.5;NaN;0.032904;2105812;626.69;0.34693;0.73468;0.95444;0.45651;0.15803;0.12014;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0014924;80.9;0.0051403;84.7;37;NaN;26.695;931.23;347.48;2e-3;0.16692
0.9;1.3867;10.962;55.99;11.009;56.231;0.10274;0.077419;0.12864;37;1.0169;5.1941;-23.364;-48;9.7864;17.594;0;0;0;9516.3;1259.9;6.1148;0.014959;NaN;1488.4;NaN;0.033209;2125348;628.2;0.35312;0.7339;0.9537;0.45573;0.15803;0.12014;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015077;80.9;0.0051403;84.7;37;NaN;26.694;931.23;347.48;2e-3;0.16726
0.902;1.4088;11.074;56.156;11.122;56.397;0.10437;0.078649;0.13069;37;1.0273;5.2095;-23.364;-48;9.7864;17.428;0;0;0;9515.1;1258.7;6.1143;0.014958;NaN;1488.4;NaN;0.033518;2145107;629.71;0.35941;0.73313;0.95287;0.45495;0.15803;0.12015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015231;80.9;0.0051403;84.7;37;NaN;26.694;931.23;347.48;2e-3;0.16759
0.904;1.431;11.187;56.322;11.235;56.564;0.10602;0.079892;0.13275;37;1.0377;5.2249;-23.364;-48;9.7864;17.263;0;0;0;9513.8;1257.4;6.1139;0.014958;NaN;1488.3;NaN;0.033828;2164941;631.22;0.36575;0.73236;0.95199;0.45418;0.15803;0.12015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015386;80.9;0.0051403;84.7;37;NaN;26.694;931.23;347.48;2e-3;0.16792
0.906;1.4535;11.299;56.488;11.348;56.731;0.10769;0.081147;0.13484;37;1.0482;5.2403;-23.364;-48;9.7864;17.101;0;0;0;9512.6;1256.2;6.1134;0.014958;NaN;1488.2;NaN;0.034139;2184852;632.73;0.37215;0.7316;0.95106;0.45341;0.15803;0.12015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015541;80.9;0.0051403;84.7;37;NaN;26.694;931.23;347.48;2e-3;0.16826
0.908;1.4762;11.412;56.65;11.461;56.894;0.10937;0.082415;0.13694;37;1.0587;5.2553;-23.364;-48;9.7864;16.942;0;0;0;9511.4;1254.9;6.113;0.014957;NaN;1488.1;NaN;0.034451;2204839;634.2;0.3786;0.73084;0.95008;0.45265;0.15804;0.12015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015696;80.9;0.0051403;84.7;37;NaN;26.694;931.23;347.48;2e-3;0.1686
0.91;1.4991;11.526;56.787;11.575;57.031;0.11107;0.083696;0.13907;37;1.0692;5.268;-23.364;-48;9.7864;16.785;0;0;0;9510.1;1253.7;6.1125;0.014957;NaN;1488.1;NaN;0.034765;2224900;635.43;0.38508;0.73009;0.94901;0.4519;0.15804;0.12016;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0015852;80.9;0.0051403;84.7;37;NaN;26.694;931.23;347.48;2e-3;0.16894
0.912;1.5223;11.639;56.92;11.689;57.164;0.11278;0.084989;0.14122;37;1.0797;5.2803;-23.364;-48;9.7864;16.631;0;0;0;9508.8;1252.4;6.112;0.014957;NaN;1488;NaN;0.035079;2245026;636.62;0.3916;0.72935;0.94784;0.45115;0.15804;0.12016;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016008;80.9;0.0051403;84.7;37;NaN;26.694;931.22;347.48;2e-3;0.16927
0.914;1.5457;11.753;57.053;11.803;57.298;0.11452;0.086295;0.14339;37;1.0903;5.2926;-23.364;-48;9.7864;16.479;0;0;0;9507.6;1251.1;6.1116;0.014957;NaN;1487.9;NaN;0.035395;2265215;637.81;0.39814;0.72861;0.94659;0.45041;0.15804;0.12016;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016165;80.9;0.0051403;84.7;37;NaN;26.694;931.22;347.48;2e-3;0.16961
0.916;1.5693;11.867;57.186;11.918;57.431;0.11627;0.087613;0.14558;37;1.1009;5.305;-23.364;-48;9.7864;16.329;0;0;0;9506.3;1249.8;6.1111;0.014956;NaN;1487.8;NaN;0.035711;2285466;639;0.40472;0.72788;0.94525;0.44967;0.15804;0.12017;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016322;80.9;0.0051403;84.7;37;NaN;26.693;931.22;347.48;2e-3;0.16994
0.918;1.5932;11.981;57.319;12.033;57.565;0.11803;0.088945;0.14779;37;1.1115;5.3173;-23.364;-48;9.7864;16.181;0;0;0;9505;1248.6;6.1106;0.014956;NaN;1487.8;NaN;0.036029;2305781;640.19;0.41133;0.72715;0.94383;0.44894;0.15804;0.12017;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016479;80.9;0.0051403;84.7;37;NaN;26.693;931.22;347.48;2e-3;0.17027
0.92;1.6173;12.096;57.452;12.148;57.698;0.11982;0.090289;0.15003;37;1.1221;5.3296;-23.364;-48;9.7864;16.036;0;0;0;9503.7;1247.3;6.1102;0.014956;NaN;1487.7;NaN;0.036347;2326157;641.38;0.41797;0.72643;0.94234;0.44822;0.15804;0.12017;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016637;80.9;0.0051403;84.7;37;NaN;26.693;931.22;347.47;2e-3;0.1706
0.922;1.6416;12.211;57.585;12.263;57.832;0.12162;0.091646;0.15228;37;1.1328;5.342;-23.364;-48;9.7864;15.893;0;0;0;9502.4;1246;6.1097;0.014955;NaN;1487.6;NaN;0.036667;2346595;642.57;0.42465;0.72572;0.94078;0.4475;0.15804;0.12017;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016795;80.9;0.0051403;84.7;37;NaN;26.693;931.22;347.47;2e-3;0.17093
0.924;1.6661;12.326;57.718;12.379;57.966;0.12344;0.093016;0.15456;37;1.1435;5.3543;-23.364;-48;9.7864;15.752;0;0;0;9501.2;1244.7;6.1092;0.014955;NaN;1487.5;NaN;0.036987;2367095;643.76;0.43136;0.72501;0.93917;0.44679;0.15804;0.12018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0016953;80.9;0.0051403;84.7;37;NaN;26.693;931.21;347.47;2e-3;0.17126
0.926;1.6909;12.442;57.851;12.495;58.099;0.12527;0.094399;0.15686;37;1.1542;5.3667;-23.364;-48;9.7864;15.613;0;0;0;9499.9;1243.5;6.1088;0.014955;NaN;1487.5;NaN;0.037308;2387657;644.95;0.4381;0.72431;0.9375;0.44608;0.15805;0.12018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017112;80.9;0.0051403;84.7;37;NaN;26.693;931.21;347.47;2e-3;0.17159
0.928;1.7159;12.557;57.984;12.611;58.233;0.12712;0.095794;0.15918;37;1.1649;5.379;-23.364;-48;9.7864;15.477;0;0;0;9498.6;1242.2;6.1083;0.014955;NaN;1487.4;NaN;0.037631;2408279;646.14;0.44489;0.72361;0.93578;0.44538;0.15805;0.12018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017271;80.9;0.0051403;84.7;37;NaN;26.693;931.21;347.47;2e-3;0.17192
0.93;1.7411;12.673;58.122;12.728;58.371;0.12899;0.097203;0.16152;37;1.1757;5.3918;-23.364;-48;9.7864;15.342;0;0;0;9497.3;1240.9;6.1078;0.014954;NaN;1487.3;NaN;0.037954;2428963;647.37;0.45171;0.72292;0.93401;0.44469;0.15805;0.12019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017431;80.9;0.0051403;84.7;37;NaN;26.692;931.21;347.47;2e-3;0.17225
0.932;1.7666;12.79;58.288;12.845;58.538;0.13088;0.098625;0.16388;37;1.1865;5.4072;-23.364;-48;9.7864;15.209;0;0;0;9496.1;1239.6;6.1074;0.014954;NaN;1487.2;NaN;0.038278;2449708;648.88;0.45856;0.72224;0.9322;0.444;0.15805;0.12019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017591;80.9;0.0051403;84.7;37;NaN;26.692;931.21;347.47;2e-3;0.17258
0.934;1.7923;12.906;58.459;12.962;58.71;0.13278;0.10006;0.16626;37;1.1973;5.4231;-23.364;-48;9.7864;15.078;0;0;0;9494.8;1238.3;6.1069;0.014954;NaN;1487.2;NaN;0.038603;2470527;650.43;0.46547;0.72156;0.93035;0.44331;0.15805;0.12019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017751;80.9;0.0051403;84.7;37;NaN;26.692;931.2;347.47;2e-3;0.17291
0.936;1.8182;13.023;58.63;13.079;58.882;0.1347;0.10151;0.16867;37;1.2081;5.439;-23.364;-48;9.7864;14.949;0;0;0;9493.4;1237;6.1064;0.014953;NaN;1487.1;NaN;0.03893;2491418;651.98;0.47241;0.72088;0.92846;0.44263;0.15805;0.1202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017912;80.9;0.0051403;84.7;37;NaN;26.692;931.2;347.47;2e-3;0.17325
0.938;1.8443;13.14;58.801;13.197;59.054;0.13664;0.10297;0.17109;37;1.219;5.4548;-23.364;-48;9.7864;14.822;0;0;0;9492.1;1235.7;6.1059;0.014953;NaN;1487;NaN;0.039257;2512384;653.53;0.4794;0.72021;0.92654;0.44196;0.15805;0.1202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018073;80.9;0.0051403;84.7;37;NaN;26.692;931.2;347.47;2e-3;0.17358
0.94;1.8707;13.258;58.973;13.315;59.226;0.1386;0.10444;0.17354;37;1.2299;5.4707;-23.364;-48;9.7864;14.696;0;0;0;9490.8;1234.4;6.1054;0.014953;NaN;1486.9;NaN;0.039586;2533423;655.08;0.48644;0.71954;0.92459;0.44129;0.15806;0.1202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018235;80.9;0.0051403;84.7;37;NaN;26.692;931.2;347.47;2e-3;0.17391
0.942;1.8974;13.376;59.144;13.433;59.398;0.14057;0.10593;0.17601;37;1.2409;5.4866;-23.364;-48;9.7864;14.573;0;0;0;9489.5;1233.1;6.1049;0.014952;NaN;1486.8;NaN;0.039916;2554535;656.62;0.49352;0.71888;0.92261;0.44062;0.15806;0.12021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018397;80.9;0.0051403;84.7;37;NaN;26.692;931.2;347.47;2e-3;0.17428
0.944;1.9242;13.494;59.315;13.552;59.57;0.14256;0.10743;0.17851;37;1.2518;5.5025;-23.364;-48;9.7864;14.45;0;0;0;9488.2;1231.8;6.1045;0.014952;NaN;1486.8;NaN;0.040247;2575720;658.17;0.50065;0.71823;0.92061;0.43996;0.15806;0.12021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.001856;80.9;0.0051403;84.7;37;NaN;26.691;931.2;347.47;2e-3;0.17486
0.946;1.9514;13.613;59.487;13.671;59.742;0.14457;0.10894;0.18102;37;1.2628;5.5184;-23.364;-48;9.7864;14.33;0;0;0;9486.9;1230.5;6.104;0.014952;NaN;1486.7;NaN;0.04058;2596977;659.72;0.50783;0.71758;0.91859;0.4393;0.15806;0.12021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018723;80.9;0.0051403;84.7;37;NaN;26.691;931.19;347.47;2e-3;0.1752
0.948;1.9787;13.732;59.658;13.791;59.914;0.1466;0.11047;0.18356;37;1.2739;5.5343;-23.364;-48;9.7864;14.211;0;0;0;9485.6;1229.2;6.1035;0.014952;NaN;1486.6;NaN;0.040913;2618308;661.27;0.51506;0.71693;0.91654;0.43865;0.15806;0.12022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018887;80.9;0.0051403;84.7;37;NaN;26.691;931.19;347.47;2e-3;0.17554
0.95;2.0063;13.851;59.829;13.911;60.086;0.14864;0.11201;0.18612;37;1.2849;5.5502;-23.364;-48;9.7864;14.094;0;0;0;9484.3;1227.9;6.103;0.014951;NaN;1486.5;NaN;0.041247;2639711;662.82;0.52234;0.71629;0.91448;0.438;0.15806;0.12022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019051;80.9;0.0051403;84.7;37;NaN;26.691;931.19;347.47;2e-3;0.1766
0.952;2.0341;13.971;60.026;14.031;60.284;0.1507;0.11356;0.1887;37;1.296;5.5685;-23.364;-48;9.7864;13.969;0;0;0;9483;1226.6;6.1025;0.014951;NaN;1486.5;NaN;0.041581;2661085;664.61;0.52957;0.71565;0.91231;0.43736;0.15806;0.12022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019215;80.9;0.0051403;84.7;37;NaN;26.691;931.19;347.47;2e-3;0.17706
0.954;2.0622;14.091;60.377;14.152;60.636;0.15278;0.11513;0.1913;37;1.3072;5.601;-23.364;-48;9.7864;13.846;0;0;0;9481.7;1225.2;6.1021;0.014951;NaN;1486.4;NaN;0.041917;2682542;667.86;0.53729;0.7156;0.91086;0.43731;0.15807;0.12023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.001938;80.9;0.0051403;84.7;37;NaN;26.691;931.19;347.47;2e-3;0.17737
0.956;2.0905;14.212;60.753;14.273;61.014;0.15488;0.11671;0.19393;37;1.3184;5.6359;-23.364;-48;9.7864;13.724;0;0;0;9480.3;1223.9;6.1016;0.01495;NaN;1486.3;NaN;0.042254;2704137;671.36;0.54513;0.71561;0.90945;0.43731;0.15807;0.12023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019547;80.9;0.0051403;84.7;37;NaN;26.691;931.18;347.47;2e-3;0.1777
0.958;2.119;14.333;61.129;14.395;61.391;0.15699;0.1183;0.19658;37;1.3297;5.6708;-23.364;-48;9.7864;13.604;0;0;0;9479;1222.5;6.1011;0.01495;NaN;1486.2;NaN;0.042594;2725879;674.85;0.55306;0.71561;0.90801;0.43731;0.15807;0.12024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019714;80.9;0.0051403;84.7;37;NaN;26.69;931.18;347.47;2e-3;0.17803
0.96;2.1478;14.456;61.505;14.518;61.769;0.15912;0.11991;0.19925;37;1.341;5.7057;-23.364;-48;9.7864;13.485;0;0;0;9477.6;1221.2;6.1005;0.01495;NaN;1486.1;NaN;0.042936;2747768;678.34;0.56108;0.71561;0.90655;0.4373;0.15807;0.12024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019882;80.9;0.0051403;84.7;37;NaN;26.69;931.18;347.47;2e-3;0.17836
0.962;2.1768;14.579;61.882;14.641;62.148;0.16128;0.12153;0.20194;37;1.3524;5.7406;-23.364;-48;9.7864;13.367;0;0;0;9476.2;1219.8;6.1;0.014949;NaN;1486;NaN;0.043281;2769805;681.84;0.56918;0.71562;0.90507;0.4373;0.15807;0.12024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020051;80.9;0.0051403;84.7;37;NaN;26.69;931.18;347.47;2e-3;0.1787
0.964;2.2061;14.702;62.258;14.766;62.526;0.16345;0.12316;0.20466;37;1.3639;5.7755;-23.364;-48;9.7864;13.25;0;0;0;9474.9;1218.4;6.0995;0.014949;NaN;1486;NaN;0.043627;2791988;685.33;0.57738;0.71562;0.90358;0.4373;0.15807;0.12025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020221;80.9;0.0051403;84.7;37;NaN;26.69;931.18;347.47;2e-3;0.17903
0.966;2.2356;14.827;62.635;14.891;62.904;0.16563;0.12481;0.20739;37;1.3755;5.8105;-23.364;-48;9.7864;13.134;0;0;0;9473.5;1217.1;6.099;0.014949;NaN;1485.9;NaN;0.043976;2814319;688.83;0.58566;0.71563;0.90206;0.4373;0.15807;0.12025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020393;80.9;0.0051403;84.7;37;NaN;26.69;931.17;347.47;2e-3;0.17936
0.968;2.2654;14.952;63.012;15.016;63.282;0.16784;0.12648;0.21016;37;1.3871;5.8454;-23.364;-48;9.7864;13.02;0;0;0;9472.2;1215.7;6.0985;0.014948;NaN;1485.8;NaN;0.044328;2836796;692.32;0.59405;0.71563;0.90052;0.4373;0.15808;0.12026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020565;80.9;0.0051403;84.7;37;NaN;26.69;931.17;347.47;2e-3;0.17969
0.97;2.2955;15.078;63.389;15.143;63.661;0.17006;0.12815;0.21294;37;1.3988;5.8804;-23.364;-48;9.7864;12.906;0;0;0;9470.8;1214.3;6.098;0.014948;NaN;1485.7;NaN;0.044681;2859421;695.81;0.60252;0.71564;0.89898;0.4373;0.15808;0.12026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020738;80.9;0.0051403;84.7;37;NaN;26.689;931.17;347.47;2e-3;0.18002
0.972;2.3257;15.205;63.766;15.27;64.039;0.17231;0.12984;0.21575;37;1.4105;5.9154;-23.364;-48;9.7864;12.794;0;0;0;9469.4;1213;6.0975;0.014948;NaN;1485.6;NaN;0.045037;2882192;699.31;0.61109;0.71564;0.89741;0.4373;0.15808;0.12026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020913;80.9;0.0051403;84.7;37;NaN;26.689;931.17;347.47;2e-3;0.18035
0.974;2.3563;15.333;64.057;15.398;64.332;0.17457;0.13155;0.21859;37;1.4224;5.9424;-23.364;-48;9.7864;12.683;0;0;0;9468.1;1211.6;6.097;0.014948;NaN;1485.6;NaN;0.045395;2905110;701.98;0.61976;0.71564;0.89584;0.43729;0.15808;0.12027;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021088;80.9;0.0051403;84.7;37;NaN;26.689;931.17;347.47;2e-3;0.18068
0.976;2.3871;15.461;63.833;15.527;64.107;0.17685;0.13327;0.22144;37;1.4342;5.9216;-23.364;-48;9.7864;12.574;0;0;0;9466.7;1210.3;6.0965;0.014947;NaN;1485.5;NaN;0.045755;2928144;699.76;0.62852;0.71565;0.89426;0.43729;0.15808;0.12027;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021264;80.9;0.0051403;84.7;37;NaN;26.689;931.16;347.47;2e-3;0.18101
0.978;2.4181;15.588;63.522;15.655;63.795;0.17915;0.135;0.22432;37;1.4461;5.8928;-23.364;-48;9.7864;12.466;0;0;0;9465.3;1208.9;6.096;0.014947;NaN;1485.4;NaN;0.046114;2951107;696.72;0.63729;0.71565;0.89268;0.43729;0.15808;0.12028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002144;80.9;0.0051403;84.7;37;NaN;26.689;931.16;347.47;2e-3;0.18135
0.98;2.4494;15.715;63.212;15.783;63.484;0.18147;0.13675;0.22723;37;1.4579;5.864;-23.364;-48;9.7864;12.361;0;0;0;9464;1207.5;6.0955;0.014947;NaN;1485.3;NaN;0.046471;2973969;693.68;0.64607;0.71566;0.89111;0.43729;0.15809;0.12028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021615;80.9;0.0051403;84.7;37;NaN;26.689;931.16;347.47;2e-3;0.18168
0.982;2.481;15.842;62.902;15.91;63.172;0.18381;0.13851;0.23015;37;1.4696;5.8352;-23.364;-48;9.7864;12.257;0;0;0;9462.6;1206.2;6.095;0.014946;NaN;1485.2;NaN;0.046827;2996728;690.64;0.65484;0.71566;0.88955;0.43729;0.15809;0.12029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021789;80.9;0.0051403;84.7;37;NaN;26.688;931.16;347.47;2e-3;0.18201
0.984;2.5128;15.968;62.591;16.036;62.86;0.18617;0.14029;0.2331;37;1.4813;5.8064;-23.364;-48;9.7864;12.156;0;0;0;9461.2;1204.8;6.0945;0.014946;NaN;1485.1;NaN;0.047181;3019384;687.6;0.66363;0.71567;0.888;0.43729;0.15809;0.12029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021962;80.9;0.0051403;84.7;37;NaN;26.688;931.15;347.47;2e-3;0.18234
