# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s);Total velocity (m/s);Total acceleration (m/s);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction ();Lateral velocity (m/s);Lateral acceleration (m/s);Latitude ();Longitude ();Gravitational acceleration (m/s);Angle of attack ();Roll rate (/s);Pitch rate (/s);Yaw rate (/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kgm);Rotational moment of inertia (kgm);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s);Reference length (mm);Reference area (m);Vertical orientation (zenith) ();Lateral orientation (azimuth) ();Wind velocity (m/s);Air temperature (C);Air pressure (Pa);Speed of sound (m/s);Simulation time step (s);Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.122;0;0;-9.3273;0;9.3673;0;0;0;0;0;0.86526;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092731;593515;3.6464;-7.1485e-6;0.8635;-2.4758e-4;0.58551;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.12877
0.124;0;0;-9.3208;0;9.3608;0;0;0;0;0;0.86467;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092741;593579;3.7091;-7.15e-6;0.86349;-2.4758e-4;0.5855;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.13039
0.126;0;0;-9.3143;0;9.3543;0;0;0;0;0;0.86407;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092751;593643;3.7718;-7.1514e-6;0.86347;-2.4757e-4;0.58549;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.13152
0.128;0;0;-9.3079;0;9.3479;0;0;0;0;0;0.86347;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092761;593708;3.8345;-7.1529e-6;0.86346;-2.4757e-4;0.58547;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.1326
0.13;0;0;-9.3014;0;9.3414;0;0;0;0;0;0.86287;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092771;593772;3.8973;-7.1543e-6;0.86345;-2.4756e-4;0.58546;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.13367
0.132;0;0;-9.2941;0;9.334;0;0;0;0;0;0.86219;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092781;593836;3.9684;-7.1557e-6;0.86344;-2.4756e-4;0.58545;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.13474
0.134;0;0;-9.2816;0;9.3214;0;0;0;0;0;0.86103;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0092791;593900;4.09;-7.1572e-6;0.86342;-2.4756e-4;0.58543;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.1506
0.136;0;0;-9.2682;0;9.308;0;0;0;0;0;0.85978;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092801;593965;4.22;-7.1586e-6;0.86341;-2.4755e-4;0.58542;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15215
0.138;0;0;-9.2548;0;9.2945;0;0;0;0;0;0.85854;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092812;594029;4.35;-7.1601e-6;0.8634;-2.4755e-4;0.58541;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15333
0.14;0;0;-9.2414;0;9.2811;0;0;0;0;0;0.8573;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092822;594093;4.48;-7.1615e-6;0.86338;-2.4754e-4;0.58539;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15448
0.142;0;0;-9.228;0;9.2676;0;0;0;0;0;0.85606;-23.364;-48;9.7864;92.806;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092832;594157;4.61;-7.1629e-6;0.86337;-2.4754e-4;0.58538;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15593
0.144;0;0;-9.2146;0;9.2542;0;0;0;0;0;0.85481;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092842;594222;4.74;-7.1644e-6;0.86336;-2.4754e-4;0.58537;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15728
0.146;0;0;-9.2012;0;9.2407;0;0;0;0;0;0.85357;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092852;594286;4.87;-7.1658e-6;0.86334;-2.4753e-4;0.58535;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15843
0.148;0;0;-9.1878;0;9.2273;0;0;0;0;0;0.85233;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092862;594350;5;-7.1673e-6;0.86333;-2.4753e-4;0.58534;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.15975
0.15;0;0;-9.1744;0;9.2138;0;0;0;0;0;0.85109;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092872;594414;5.13;-7.1687e-6;0.86332;-2.4753e-4;0.58533;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.16162
0.152;0;0;-9.161;0;9.2004;0;0;0;0;0;0.84984;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092756;593671;5.26;-7.152e-6;0.86347;-2.4757e-4;0.58548;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.16338
0.154;0;0;-9.1489;0;9.1882;0;0;0;0;0;0.84872;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092639;592927;5.3781;-7.1354e-6;0.86362;-2.4761e-4;0.58563;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.16453
0.156;0;0;-9.1441;0;9.1833;0;0;0;0;0;0.84827;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0092523;592184;5.4245;-7.1188e-6;0.86378;-2.4766e-4;0.58579;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.16603
0.158;0;0;-9.1405;0;9.1798;0;0;0;0;0;0.84794;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.3;6.1689;0.014993;NaN;1497.2;NaN;0.0092407;591441;5.4591;-7.1022e-6;0.86393;-2.477e-4;0.58594;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.16716
0.16;0;0;-9.137;0;9.1762;0;0;0;0;0;0.84761;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.3;6.1689;0.014993;NaN;1497.2;NaN;0.0092291;590697;5.4936;-7.0856e-6;0.86408;-2.4775e-4;0.5861;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.1683
0.162;0;0;-9.1334;0;9.1726;0;0;0;0;0;0.84728;-23.364;-48;9.7864;92.806;0;0;0;9665.8;1409.3;6.1689;0.014993;NaN;1497.2;NaN;0.0092175;589954;5.5282;-7.0691e-6;0.86424;-2.4779e-4;0.58625;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.16938
0.164;0;0;-9.1298;0;9.1691;0;0;0;0;0;0.84695;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0092059;589210;5.5627;-7.0525e-6;0.86439;-2.4783e-4;0.58641;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.17164
0.166;0;0;-9.1263;0;9.1655;0;0;0;0;0;0.84662;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0091943;588467;5.5973;-7.036e-6;0.86455;-2.4788e-4;0.58656;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.17398
0.168;0;0;-9.1227;0;9.1619;0;0;0;0;0;0.84629;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0091826;587723;5.6318;-7.0195e-6;0.8647;-2.4792e-4;0.58672;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.17522
0.17;0;0;-9.1192;0;9.1583;0;0;0;0;0;0.84596;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.009171;586980;5.6664;-7.003e-6;0.86486;-2.4797e-4;0.58687;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.17636
0.172;0;0;-9.1156;0;9.1548;0;0;0;0;0;0.84563;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0091594;586236;5.7009;-6.9865e-6;0.86502;-2.4801e-4;0.58703;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.17754
0.174;0;0;-9.1121;0;9.1512;0;0;0;0;0;0.8453;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0091478;585493;5.7355;-6.9701e-6;0.86517;-2.4806e-4;0.58718;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.17871
0.176;0;0;-9.1074;0;9.1465;0;0;0;0;0;0.84487;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0091362;584750;5.7809;-6.9536e-6;0.86533;-2.481e-4;0.58734;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18022
0.178;0;0;-9.0959;0;9.135;0;0;0;0;0;0.84381;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0091246;584006;5.8918;-6.9372e-6;0.86548;-2.4815e-4;0.5875;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.1813
0.18;0;0;-9.0834;0;9.1224;0;0;0;0;0;0.84264;-23.364;-48;9.7864;92.806;0;0;0;9665.7;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0091129;583263;6.0136;-6.9208e-6;0.86564;-2.4819e-4;0.58765;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18236
0.182;0;0;-9.0708;0;9.1098;0;0;0;0;0;0.84148;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0091013;582519;6.1355;-6.9044e-6;0.8658;-2.4824e-4;0.58781;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18345
0.184;0;0;-9.0583;0;9.0972;0;0;0;0;0;0.84031;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0090897;581776;6.2573;-6.8881e-6;0.86596;-2.4828e-4;0.58797;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18453
0.186;0;0;-9.0457;0;9.0846;0;0;0;0;0;0.83915;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0090781;581032;6.3791;-6.8717e-6;0.86611;-2.4833e-4;0.58813;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18562
0.188;0;0;-9.0332;0;9.072;0;0;0;0;0;0.83798;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0090665;580289;6.5009;-6.8554e-6;0.86627;-2.4837e-4;0.58828;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.1871
0.19;0;0;-9.0206;0;9.0594;0;0;0;0;0;0.83682;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0090549;579545;6.6227;-6.8391e-6;0.86643;-2.4842e-4;0.58844;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18826
0.192;0;0;-9.0081;0;9.0468;0;0;0;0;0;0.83566;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0090432;578802;6.7445;-6.8228e-6;0.86659;-2.4846e-4;0.5886;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.18985
0.194;0;0;-8.9955;0;9.0342;0;0;0;0;0;0.83449;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0090316;578058;6.8664;-6.8066e-6;0.86675;-2.4851e-4;0.58876;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19102
0.196;0;0;-8.983;0;9.0216;0;0;0;0;0;0.83333;-23.364;-48;9.7864;92.806;0;0;0;9665.6;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.00902;577315;6.9882;-6.7903e-6;0.86691;-2.4855e-4;0.58892;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19222
0.198;0;0;-8.9735;0;9.0121;0;0;0;0;0;0.83245;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0090084;576572;7.08;-6.7741e-6;0.86706;-2.486e-4;0.58908;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19343
0.2;0;0;-8.9826;0;9.0212;0;0;0;0;0;0.83329;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0089968;575828;6.9917;-6.7579e-6;0.86722;-2.4865e-4;0.58924;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19537
0.202;0;0;-8.9948;0;9.0334;0;0;0;0;0;0.83442;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0089838;574995;6.8735;-6.7397e-6;0.8674;-2.487e-4;0.58942;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19706
0.204;0;0;-9.007;0;9.0457;0;0;0;0;0;0.83555;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0089708;574162;6.7552;-6.7216e-6;0.86758;-2.4875e-4;0.5896;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19826
0.206;0;0;-9.0192;0;9.0579;0;0;0;0;0;0.83668;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0089577;573329;6.637;-6.7035e-6;0.86776;-2.488e-4;0.58977;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.19951
0.208;0;0;-9.0314;0;9.0701;0;0;0;0;0;0.83781;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409;6.1688;0.014993;NaN;1497.2;NaN;0.0089447;572496;6.5187;-6.6854e-6;0.86794;-2.4885e-4;0.58996;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20071
0.21;0;0;-9.0435;0;9.0824;0;0;0;0;0;0.83894;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409;6.1687;0.014993;NaN;1497.2;NaN;0.0089317;571663;6.4004;-6.6673e-6;0.86812;-2.489e-4;0.59014;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20188
0.212;0;0;-9.0557;0;9.0946;0;0;0;0;0;0.84007;-23.364;-48;9.7864;92.806;0;0;0;9665.5;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0089187;570830;6.2822;-6.6493e-6;0.8683;-2.4896e-4;0.59032;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20304
0.214;0;0;-9.0679;0;9.1068;0;0;0;0;0;0.8412;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0089057;5.7e5;6.1639;-6.6313e-6;0.86848;-2.4901e-4;0.5905;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20469
0.216;0;0;-9.0801;0;9.1191;0;0;0;0;0;0.84233;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0088927;569164;6.0457;-6.6133e-6;0.86867;-2.4906e-4;0.59068;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20629
0.218;0;0;-9.0923;0;9.1313;0;0;0;0;0;0.84346;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0088797;568331;5.9274;-6.5954e-6;0.86885;-2.4911e-4;0.59086;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20749
0.22;0;0;-9.1044;0;9.1435;0;0;0;0;0;0.84459;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0088666;567498;5.8091;-6.5774e-6;0.86903;-2.4916e-4;0.59104;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.20896
0.222;0;0;-9.1075;0;9.1466;0;0;0;0;0;0.84488;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0088536;566665;5.779;-6.5595e-6;0.86921;-2.4922e-4;0.59123;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21066
0.224;0;0;-9.1016;0;9.1406;0;0;0;0;0;0.84433;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0088406;565832;5.8371;-6.5416e-6;0.86939;-2.4927e-4;0.59141;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21197
0.226;0;0;-9.0956;0;9.1346;0;0;0;0;0;0.84377;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0088276;564999;5.8952;-6.5237e-6;0.86958;-2.4932e-4;0.59159;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21303
0.228;0;0;-9.0896;0;9.1286;0;0;0;0;0;0.84322;-23.364;-48;9.7864;92.806;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0088146;564166;5.9533;-6.5059e-6;0.86976;-2.4937e-4;0.59178;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21407
0.23;0;0;-9.0836;0;9.1226;0;0;0;0;0;0.84266;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0088016;563333;6.0114;-6.4881e-6;0.86995;-2.4943e-4;0.59196;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21526
0.232;0;0;-9.0776;0;9.1166;0;0;0;0;0;0.8421;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0087885;562500;6.0695;-6.4703e-6;0.87013;-2.4948e-4;0.59214;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21691
0.234;0;0;-9.0716;0;9.1106;0;0;0;0;0;0.84155;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0087755;561667;6.1276;-6.4525e-6;0.87031;-2.4953e-4;0.59233;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21797
0.236;0;0;-9.0656;0;9.1046;0;0;0;0;0;0.84099;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0087625;560834;6.1857;-6.4347e-6;0.8705;-2.4959e-4;0.59251;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.21902
0.238;0;0;-9.0597;0;9.0986;0;0;0;0;0;0.84044;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0087495;5.6e5;6.2438;-6.417e-6;0.87068;-2.4964e-4;0.5927;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.22019
0.24;0;0;-9.0537;0;9.0925;0;0;0;0;0;0.83988;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0087365;559168;6.3019;-6.3993e-6;0.87087;-2.4969e-4;0.59288;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.22137
0.242;0;0;-9.0503;0;9.0892;0;0;0;0;0;0.83957;-23.364;-48;9.7864;92.806;0;0;0;9665.3;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0087235;558335;6.3345;-6.3816e-6;0.87106;-2.4975e-4;0.59307;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;93133;347.48;2e-3;0.22349
